;OeffentlichesLaden
3232;0.000134608
3233;0.000130273
3234;0.000125571
3235;0.000121948
3236;0.000114001
3237;0.000105056
3238;0.000095
3239;0.0000879
3240;0.0000869
3241;0.0000875
3242;0.0000872
3243;0.0000865
3244;0.0000853
3245;0.0000826
3246;0.0000838
3247;0.0000944
3248;0.000115331
3249;0.000136478
3250;0.000150388
3251;0.000151981
3252;0.000148468
3253;0.000147145
3254;0.000145415
3255;0.000140044
3256;0.000134671
3257;0.000123652
3258;0.00011965
3259;0.000124036
3260;0.000124303
3261;0.000110445
3262;0.0000963
3263;0.0000904
3264;0.000088
3265;0.0000871
3266;0.0000863
3267;0.0000855
3268;0.0000856
3269;0.0000851
3270;0.0000871
3271;0.0000939
3272;0.000110049
3273;0.000132773
3274;0.000150096
3275;0.000154876
3276;0.000150029
3277;0.000147
3278;0.000140753
3279;0.000135936
3280;0.000133332
3281;0.000129543
3282;0.000128285
3283;0.000131307
3284;0.00011912
3285;0.000116983
3286;0.000105949
3287;0.0000987
3288;0.0000972
3289;0.0000977
3290;0.0000978
3291;0.0000964
3292;0.0000959
3293;0.000095
3294;0.0000966
3295;0.000106502
3296;0.000121303
3297;0.000142329
3298;0.000157335
3299;0.000158872
3300;0.000157288
3301;0.000147429
3302;0.000140931
3303;0.000134159
3304;0.000126902
3305;0.000125047
3306;0.000128659
3307;0.000137564
3308;0.000133148
3309;0.0001209
3310;0.000108142
3311;0.000101298
3312;0.000102117
3313;0.000101268
3314;0.000100327
3315;0.000099
3316;0.0000984
3317;0.0000974
3318;0.0000968
3319;0.0000985
3320;0.000111605
3321;0.000130465
3322;0.000147473
3323;0.000156966
3324;0.00015996
3325;0.000153285
3326;0.000153812
3327;0.000150303
3328;0.000147321
3329;0.000138504
3330;0.000128398
3331;0.000133723
3332;0.000128967
3333;0.000116378
3334;0.000100777
3335;0.0000953
3336;0.0000921
3337;0.0000915
3338;0.0000912
3339;0.0000899
3340;0.000089
3341;0.0000881
3342;0.0000929
3343;0.00010067
3344;0.000119645
3345;0.000145704
3346;0.000162879
3347;0.00016356
3348;0.000158202
3349;0.000148959
3350;0.000139396
3351;0.000134551
3352;0.000129895
3353;0.000125498
3354;0.000122699
3355;0.000124897
3356;0.000122847
3357;0.000116814
3358;0.000107359
3359;0.000097
3360;0.0000934
3361;0.0000907
3362;0.0000894
3363;0.0000892
3364;0.0000885
3365;0.0000872
3366;0.0000869
3367;0.0000862
3368;0.0000887
3369;0.0000941
3370;0.000114715
3371;0.000125216
3372;0.000129026
3373;0.000129825
3374;0.000132144
3375;0.0001278
3376;0.000124652
3377;0.000116994
3378;0.000112722
3379;0.000114122
3380;0.000115128
3381;0.000110599
3382;0.000101442
3383;0.0000888
3384;0.0000823
3385;0.0000802
3386;0.0000786
3387;0.0000776
3388;0.0000768
3389;0.0000765
3390;0.0000764
3391;0.0000748
3392;0.0000758
3393;0.0000785
3394;0.0000855
3395;0.0000927
3396;0.000117511
3397;0.000128142
3398;0.000131014
3399;0.000134758
3400;0.000134608
3401;0.000130273
3402;0.000125571
3403;0.000121948
3404;0.000114001
3405;0.000105056
3406;0.000095
3407;0.0000879
3408;0.0000869
3409;0.0000875
3410;0.0000872
3411;0.0000865
3412;0.0000853
3413;0.0000826
3414;0.0000838
3415;0.0000944
3416;0.000115331
3417;0.000136478
3418;0.000150388
3419;0.000151981
3420;0.000148468
3421;0.000147145
3422;0.000145415
3423;0.000140044
3424;0.000134671
3425;0.000123652
3426;0.00011965
3427;0.000124036
3428;0.000124303
3429;0.000110445
3430;0.0000963
3431;0.0000904
3432;0.000088
3433;0.0000871
3434;0.0000863
3435;0.0000855
3436;0.0000856
3437;0.0000851
3438;0.0000871
3439;0.0000939
3440;0.000110049
3441;0.000132773
3442;0.000150096
3443;0.000154876
3444;0.000150029
3445;0.000147
3446;0.000140753
3447;0.000135936
3448;0.000133332
3449;0.000129543
3450;0.000128285
3451;0.000131307
3452;0.00011912
3453;0.000116983
3454;0.000105949
3455;0.0000987
3456;0.0000972
3457;0.0000977
3458;0.0000978
3459;0.0000964
3460;0.0000959
3461;0.000095
3462;0.0000966
3463;0.000106502
3464;0.000121303
3465;0.000142329
3466;0.000157335
3467;0.000158872
3468;0.000157288
3469;0.000147429
3470;0.000140931
3471;0.000134159
3472;0.000126902
3473;0.000125047
3474;0.000128659
3475;0.000137564
3476;0.000133148
3477;0.0001209
3478;0.000108142
3479;0.000101298
3480;0.000102117
3481;0.000101268
3482;0.000100327
3483;0.000099
3484;0.0000984
3485;0.0000974
3486;0.0000968
3487;0.0000985
3488;0.000111605
3489;0.000130465
3490;0.000147473
3491;0.000156966
3492;0.00015996
3493;0.000153285
3494;0.000153812
3495;0.000150303
3496;0.000147321
3497;0.000138504
3498;0.000128398
3499;0.000133723
3500;0.000128967
3501;0.000116378
3502;0.000100777
3503;0.0000953
3504;0.0000921
3505;0.0000915
3506;0.0000912
3507;0.0000899
3508;0.000089
3509;0.0000881
3510;0.0000929
3511;0.00010067
3512;0.000119645
3513;0.000145704
3514;0.000162879
3515;0.00016356
3516;0.000158202
3517;0.000148959
3518;0.000139396
3519;0.000134551
3520;0.000129895
3521;0.000125498
3522;0.000122699
3523;0.000124897
3524;0.000122847
3525;0.000116814
3526;0.000107359
3527;0.000097
3528;0.0000934
3529;0.0000907
3530;0.0000894
3531;0.0000892
3532;0.0000885
3533;0.0000872
3534;0.0000869
3535;0.0000862
3536;0.0000887
3537;0.0000941
3538;0.000114715
3539;0.000125216
3540;0.000129026
3541;0.000129825
3542;0.000132144
3543;0.0001278
3544;0.000124652
3545;0.000116994
3546;0.000112722
3547;0.000114122
3548;0.000115128
3549;0.000110599
3550;0.000101442
3551;0.0000888
3552;0.0000823
3553;0.0000802
3554;0.0000786
3555;0.0000776
3556;0.0000768
3557;0.0000765
3558;0.0000764
3559;0.0000748
3560;0.0000758
3561;0.0000785
3562;0.0000855
3563;0.0000927
3564;0.000117511
3565;0.000128142
3566;0.000131014
3567;0.000134758
3568;0.000134608
3569;0.000130273
3570;0.000125571
3571;0.000121948
3572;0.000114001
3573;0.000105056
3574;0.000095
3575;0.0000879
3576;0.0000869
3577;0.0000875
3578;0.0000872
3579;0.0000865
3580;0.0000853
3581;0.0000826
3582;0.0000838
3583;0.0000944
3584;0.000115331
3585;0.000136478
3586;0.000150388
3587;0.000151981
3588;0.000148468
3589;0.000147145
3590;0.000145415
3591;0.000140044
3592;0.000134671
3593;0.000123652
3594;0.00011965
3595;0.000124036
3596;0.000124303
3597;0.000110445
3598;0.0000963
3599;0.0000904
3600;0.000088
3601;0.0000871
3602;0.0000863
3603;0.0000855
3604;0.0000856
3605;0.0000851
3606;0.0000871
3607;0.0000939
3608;0.000110049
3609;0.000132773
3610;0.000150096
3611;0.000154876
3612;0.000150029
3613;0.000147
3614;0.000140753
3615;0.000135936
3616;0.000133332
3617;0.000129543
3618;0.000128285
3619;0.000131307
3620;0.00011912
3621;0.000116983
3622;0.000105949
3623;0.0000987
3624;0.0000972
3625;0.0000977
3626;0.0000978
3627;0.0000964
3628;0.0000959
3629;0.000095
3630;0.0000966
3631;0.000106502
3632;0.000121303
3633;0.000142329
3634;0.000157335
3635;0.000158872
3636;0.000157288
3637;0.000147429
3638;0.000140931
3639;0.000134159
3640;0.000126902
3641;0.000125047
3642;0.000128659
3643;0.000137564
3644;0.000133148
3645;0.0001209
3646;0.000108142
3647;0.000101298
3648;0.000102117
3649;0.000101268
3650;0.000100327
3651;0.000099
3652;0.0000984
3653;0.0000974
3654;0.0000968
3655;0.0000985
3656;0.000111605
3657;0.000130465
3658;0.000147473
3659;0.000156966
3660;0.00015996
3661;0.000153285
3662;0.000153812
3663;0.000150303
3664;0.000147321
3665;0.000138504
3666;0.000128398
3667;0.000133723
3668;0.000128967
3669;0.000116378
3670;0.000100777
3671;0.0000953
3672;0.0000921
3673;0.0000915
3674;0.0000912
3675;0.0000899
3676;0.000089
3677;0.0000881
3678;0.0000929
3679;0.00010067
3680;0.000119645
3681;0.000145704
3682;0.000162879
3683;0.00016356
3684;0.000158202
3685;0.000148959
3686;0.000139396
3687;0.000134551
3688;0.000129895
3689;0.000125498
3690;0.000122699
3691;0.000124897
3692;0.000122847
3693;0.000116814
3694;0.000107359
3695;0.000097
3696;0.0000934
3697;0.0000907
3698;0.0000894
3699;0.0000892
3700;0.0000885
3701;0.0000872
3702;0.0000869
3703;0.0000862
3704;0.0000887
3705;0.0000941
3706;0.000114715
3707;0.000125216
3708;0.000129026
3709;0.000129825
3710;0.000132144
3711;0.0001278
3712;0.000124652
3713;0.000116994
3714;0.000112722
3715;0.000114122
3716;0.000115128
3717;0.000110599
3718;0.000101442
3719;0.0000888
3720;0.0000823
3721;0.0000802
3722;0.0000786
3723;0.0000776
3724;0.0000768
3725;0.0000765
3726;0.0000764
3727;0.0000748
3728;0.0000758
3729;0.0000785
3730;0.0000855
3731;0.0000927
3732;0.000117511
3733;0.000128142
3734;0.000131014
3735;0.000134758
3736;0.000134608
3737;0.000130273
3738;0.000125571
3739;0.000121948
3740;0.000114001
3741;0.000105056
3742;0.000095
3743;0.0000879
3744;0.0000869
3745;0.0000875
3746;0.0000872
3747;0.0000865
3748;0.0000853
3749;0.0000826
3750;0.0000838
3751;0.0000944
3752;0.000115331
3753;0.000136478
3754;0.000150388
3755;0.000151981
3756;0.000148468
3757;0.000147145
3758;0.000145415
3759;0.000140044
3760;0.000134671
3761;0.000123652
3762;0.00011965
3763;0.000124036
3764;0.000124303
3765;0.000110445
3766;0.0000963
3767;0.0000904
3768;0.000088
3769;0.0000871
3770;0.0000863
3771;0.0000855
3772;0.0000856
3773;0.0000851
3774;0.0000871
3775;0.0000939
3776;0.000110049
3777;0.000132773
3778;0.000150096
3779;0.000154876
3780;0.000150029
3781;0.000147
3782;0.000140753
3783;0.000135936
3784;0.000133332
3785;0.000129543
3786;0.000128285
3787;0.000131307
3788;0.00011912
3789;0.000116983
3790;0.000105949
3791;0.0000987
3792;0.0000972
3793;0.0000977
3794;0.0000978
3795;0.0000964
3796;0.0000959
3797;0.000095
3798;0.0000966
3799;0.000106502
3800;0.000121303
3801;0.000142329
3802;0.000157335
3803;0.000158872
3804;0.000157288
3805;0.000147429
3806;0.000140931
3807;0.000134159
3808;0.000126902
3809;0.000125047
3810;0.000128659
3811;0.000137564
3812;0.000133148
3813;0.0001209
3814;0.000108142
3815;0.000101298
3816;0.000102117
3817;0.000101268
3818;0.000100327
3819;0.000099
3820;0.0000984
3821;0.0000974
3822;0.0000968
3823;0.0000985
3824;0.000111605
3825;0.000130465
3826;0.000147473
3827;0.000156966
3828;0.00015996
3829;0.000153285
3830;0.000153812
3831;0.000150303
3832;0.000147321
3833;0.000138504
3834;0.000128398
3835;0.000133723
3836;0.000128967
3837;0.000116378
3838;0.000100777
3839;0.0000953
3840;0.0000921
3841;0.0000915
3842;0.0000912
3843;0.0000899
3844;0.000089
3845;0.0000881
3846;0.0000929
3847;0.00010067
3848;0.000119645
3849;0.000145704
3850;0.000162879
3851;0.00016356
3852;0.000158202
3853;0.000148959
3854;0.000139396
3855;0.000134551
3856;0.000129895
3857;0.000125498
3858;0.000122699
3859;0.000124897
3860;0.000122847
3861;0.000116814
3862;0.000107359
3863;0.000097
3864;0.0000934
3865;0.0000907
3866;0.0000894
3867;0.0000892
3868;0.0000885
3869;0.0000872
3870;0.0000869
3871;0.0000862
3872;0.0000887
3873;0.0000941
3874;0.000114715
3875;0.000125216
3876;0.000129026
3877;0.000129825
3878;0.000132144
3879;0.0001278
3880;0.000124652
3881;0.000116994
3882;0.000112722
3883;0.000114122
3884;0.000115128
3885;0.000110599
3886;0.000101442
3887;0.0000888
3888;0.0000823
3889;0.0000802
3890;0.0000786
3891;0.0000776
3892;0.0000768
3893;0.0000765
3894;0.0000764
3895;0.0000748
3896;0.0000758
3897;0.0000785
3898;0.0000855
3899;0.0000927
3900;0.000117511
3901;0.000128142
3902;0.000131014
3903;0.000134758
3904;0.000134608
3905;0.000130273
3906;0.000125571
3907;0.000121948
3908;0.000114001
3909;0.000105056
3910;0.000095
3911;0.0000879
3912;0.0000869
3913;0.0000875
3914;0.0000872
3915;0.0000865
3916;0.0000853
3917;0.0000826
3918;0.0000838
3919;0.0000944
3920;0.000115331
3921;0.000136478
3922;0.000150388
3923;0.000151981
3924;0.000148468
3925;0.000147145
3926;0.000145415
3927;0.000140044
3928;0.000134671
3929;0.000123652
3930;0.00011965
3931;0.000124036
3932;0.000124303
3933;0.000110445
3934;0.0000963
3935;0.0000904
3936;0.000088
3937;0.0000871
3938;0.0000863
3939;0.0000855
3940;0.0000856
3941;0.0000851
3942;0.0000871
3943;0.0000939
3944;0.000110049
3945;0.000132773
3946;0.000150096
3947;0.000154876
3948;0.000150029
3949;0.000147
3950;0.000140753
3951;0.000135936
3952;0.000133332
3953;0.000129543
3954;0.000128285
3955;0.000131307
3956;0.00011912
3957;0.000116983
3958;0.000105949
3959;0.0000987
3960;0.0000972
3961;0.0000977
3962;0.0000978
3963;0.0000964
3964;0.0000959
3965;0.000095
3966;0.0000966
3967;0.000106502
3968;0.000121303
3969;0.000142329
3970;0.000157335
3971;0.000158872
3972;0.000157288
3973;0.000147429
3974;0.000140931
3975;0.000134159
3976;0.000126902
3977;0.000125047
3978;0.000128659
3979;0.000137564
3980;0.000133148
3981;0.0001209
3982;0.000108142
3983;0.000101298
3984;0.000102117
3985;0.000101268
3986;0.000100327
3987;0.000099
3988;0.0000984
3989;0.0000974
3990;0.0000968
3991;0.0000985
3992;0.000111605
3993;0.000130465
3994;0.000147473
3995;0.000156966
3996;0.00015996
3997;0.000153285
3998;0.000153812
3999;0.000150303
4000;0.000147321
4001;0.000138504
4002;0.000128398
4003;0.000133723
4004;0.000128967
4005;0.000116378
4006;0.000100777
4007;0.0000953
4008;0.0000921
4009;0.0000915
4010;0.0000912
4011;0.0000899
4012;0.000089
4013;0.0000881
4014;0.0000929
4015;0.00010067
4016;0.000119645
4017;0.000145704
4018;0.000162879
4019;0.00016356
4020;0.000158202
4021;0.000148959
4022;0.000139396
4023;0.000134551
4024;0.000129895
4025;0.000125498
4026;0.000122699
4027;0.000124897
4028;0.000122847
4029;0.000116814
4030;0.000107359
4031;0.000097
4032;0.0000934
4033;0.0000907
4034;0.0000894
4035;0.0000892
4036;0.0000885
4037;0.0000872
4038;0.0000869
4039;0.0000862
4040;0.0000887
4041;0.0000941
4042;0.000114715
4043;0.000125216
4044;0.000129026
4045;0.000129825
4046;0.000132144
4047;0.0001278
4048;0.000124652
4049;0.000116994
4050;0.000112722
4051;0.000114122
4052;0.000115128
4053;0.000110599
4054;0.000101442
4055;0.0000888
4056;0.0000823
4057;0.0000802
4058;0.0000786
4059;0.0000776
4060;0.0000768
4061;0.0000765
4062;0.0000764
4063;0.0000748
4064;0.0000758
4065;0.0000785
4066;0.0000855
4067;0.0000927
4068;0.000117511
4069;0.000128142
4070;0.000131014
4071;0.000134758
4072;0.000134608
4073;0.000130273
4074;0.000125571
4075;0.000121948
4076;0.000114001
4077;0.000105056
4078;0.000095
4079;0.0000879
4080;0.0000869
4081;0.0000875
4082;0.0000872
4083;0.0000865
4084;0.0000853
4085;0.0000826
4086;0.0000838
4087;0.0000944
4088;0.000115331
4089;0.000136478
4090;0.000150388
4091;0.000151981
4092;0.000148468
4093;0.000147145
4094;0.000145415
4095;0.000140044
4096;0.000134671
4097;0.000123652
4098;0.00011965
4099;0.000124036
4100;0.000124303
4101;0.000110445
4102;0.0000963
4103;0.0000904
4104;0.000088
4105;0.0000871
4106;0.0000863
4107;0.0000855
4108;0.0000856
4109;0.0000851
4110;0.0000871
4111;0.0000939
4112;0.000110049
4113;0.000132773
4114;0.000150096
4115;0.000154876
4116;0.000150029
4117;0.000147
4118;0.000140753
4119;0.000135936
4120;0.000133332
4121;0.000129543
4122;0.000128285
4123;0.000131307
4124;0.00011912
4125;0.000116983
4126;0.000105949
4127;0.0000987
4128;0.0000972
4129;0.0000977
4130;0.0000978
4131;0.0000964
4132;0.0000959
4133;0.000095
4134;0.0000966
4135;0.000106502
4136;0.000121303
4137;0.000142329
4138;0.000157335
4139;0.000158872
4140;0.000157288
4141;0.000147429
4142;0.000140931
4143;0.000134159
4144;0.000126902
4145;0.000125047
4146;0.000128659
4147;0.000137564
4148;0.000133148
4149;0.0001209
4150;0.000108142
4151;0.000101298
4152;0.000102117
4153;0.000101268
4154;0.000100327
4155;0.000099
4156;0.0000984
4157;0.0000974
4158;0.0000968
4159;0.0000985
4160;0.000111605
4161;0.000130465
4162;0.000147473
4163;0.000156966
4164;0.00015996
4165;0.000153285
4166;0.000153812
4167;0.000150303
4168;0.000147321
4169;0.000138504
4170;0.000128398
4171;0.000133723
4172;0.000128967
4173;0.000116378
4174;0.000100777
4175;0.0000953
4176;0.0000921
4177;0.0000915
4178;0.0000912
4179;0.0000899
4180;0.000089
4181;0.0000881
4182;0.0000929
4183;0.00010067
4184;0.000119645
4185;0.000145704
4186;0.000162879
4187;0.00016356
4188;0.000158202
4189;0.000148959
4190;0.000139396
4191;0.000134551
4192;0.000129895
4193;0.000125498
4194;0.000122699
4195;0.000124897
4196;0.000122847
4197;0.000116814
4198;0.000107359
4199;0.000097
4200;0.0000934
4201;0.0000907
4202;0.0000894
4203;0.0000892
4204;0.0000885
4205;0.0000872
4206;0.0000869
4207;0.0000862
4208;0.0000887
4209;0.0000941
4210;0.000114715
4211;0.000125216
4212;0.000129026
4213;0.000129825
4214;0.000132144
4215;0.0001278
4216;0.000124652
4217;0.000116994
4218;0.000112722
4219;0.000114122
4220;0.000115128
4221;0.000110599
4222;0.000101442
4223;0.0000888
4224;0.0000823
4225;0.0000802
4226;0.0000786
4227;0.0000776
4228;0.0000768
4229;0.0000765
4230;0.0000764
4231;0.0000748
4232;0.0000758
4233;0.0000785
4234;0.0000855
4235;0.0000927
4236;0.000117511
4237;0.000128142
4238;0.000131014
4239;0.000134758
4240;0.000134608
4241;0.000130273
4242;0.000125571
4243;0.000121948
4244;0.000114001
4245;0.000105056
4246;0.000095
4247;0.0000879
4248;0.0000869
4249;0.0000875
4250;0.0000872
4251;0.0000865
4252;0.0000853
4253;0.0000826
4254;0.0000838
4255;0.0000944
4256;0.000115331
4257;0.000136478
4258;0.000150388
4259;0.000151981
4260;0.000148468
4261;0.000147145
4262;0.000145415
4263;0.000140044
4264;0.000134671
4265;0.000123652
4266;0.00011965
4267;0.000124036
4268;0.000124303
4269;0.000110445
4270;0.0000963
4271;0.0000904
4272;0.000088
4273;0.0000871
4274;0.0000863
4275;0.0000855
4276;0.0000856
4277;0.0000851
4278;0.0000871
4279;0.0000939
4280;0.000110049
4281;0.000132773
4282;0.000150096
4283;0.000154876
4284;0.000150029
4285;0.000147
4286;0.000140753
4287;0.000135936
4288;0.000133332
4289;0.000129543
4290;0.000128285
4291;0.000131307
4292;0.00011912
4293;0.000116983
4294;0.000105949
4295;0.0000987
4296;0.0000972
4297;0.0000977
4298;0.0000978
4299;0.0000964
4300;0.0000959
4301;0.000095
4302;0.0000966
4303;0.000106502
4304;0.000121303
4305;0.000142329
4306;0.000157335
4307;0.000158872
4308;0.000157288
4309;0.000147429
4310;0.000140931
4311;0.000134159
4312;0.000126902
4313;0.000125047
4314;0.000128659
4315;0.000137564
4316;0.000133148
4317;0.0001209
4318;0.000108142
4319;0.000101298
4320;0.000102117
4321;0.000101268
4322;0.000100327
4323;0.000099
4324;0.0000984
4325;0.0000974
4326;0.0000968
4327;0.0000985
4328;0.000111605
4329;0.000130465
4330;0.000147473
4331;0.000156966
4332;0.00015996
4333;0.000153285
4334;0.000153812
4335;0.000150303
4336;0.000147321
4337;0.000138504
4338;0.000128398
4339;0.000133723
4340;0.000128967
4341;0.000116378
4342;0.000100777
4343;0.0000953
4344;0.0000921
4345;0.0000915
4346;0.0000912
4347;0.0000899
4348;0.000089
4349;0.0000881
4350;0.0000929
4351;0.00010067
4352;0.000119645
4353;0.000145704
4354;0.000162879
4355;0.00016356
4356;0.000158202
4357;0.000148959
4358;0.000139396
4359;0.000134551
4360;0.000129895
4361;0.000125498
4362;0.000122699
4363;0.000124897
4364;0.000122847
4365;0.000116814
4366;0.000107359
4367;0.000097
4368;0.0000934
4369;0.0000907
4370;0.0000894
4371;0.0000892
4372;0.0000885
4373;0.0000872
4374;0.0000869
4375;0.0000862
4376;0.0000887
4377;0.0000941
4378;0.000114715
4379;0.000125216
4380;0.000129026
4381;0.000129825
4382;0.000132144
4383;0.0001278
4384;0.000124652
4385;0.000116994
4386;0.000112722
4387;0.000114122
4388;0.000115128
4389;0.000110599
4390;0.000101442
4391;0.0000888
4392;0.0000823
4393;0.0000802
4394;0.0000786
4395;0.0000776
4396;0.0000768
4397;0.0000765
4398;0.0000764
4399;0.0000748
4400;0.0000758
4401;0.0000785
4402;0.0000855
4403;0.0000927
4404;0.000117511
4405;0.000128142
4406;0.000131014
4407;0.000134758
4408;0.000134608
4409;0.000130273
4410;0.000125571
4411;0.000121948
4412;0.000114001
4413;0.000105056
4414;0.000095
4415;0.0000879
4416;0.0000869
4417;0.0000875
4418;0.0000872
4419;0.0000865
4420;0.0000853
4421;0.0000826
4422;0.0000838
4423;0.0000944
4424;0.000115331
4425;0.000136478
4426;0.000150388
4427;0.000151981
4428;0.000148468
4429;0.000147145
4430;0.000145415
4431;0.000140044
4432;0.000134671
4433;0.000123652
4434;0.00011965
4435;0.000124036
4436;0.000124303
4437;0.000110445
4438;0.0000963
4439;0.0000904
4440;0.000088
4441;0.0000871
4442;0.0000863
4443;0.0000855
4444;0.0000856
4445;0.0000851
4446;0.0000871
4447;0.0000939
4448;0.000110049
4449;0.000132773
4450;0.000150096
4451;0.000154876
4452;0.000150029
4453;0.000147
4454;0.000140753
4455;0.000135936
4456;0.000133332
4457;0.000129543
4458;0.000128285
4459;0.000131307
4460;0.00011912
4461;0.000116983
4462;0.000105949
4463;0.0000987
4464;0.0000972
4465;0.0000977
4466;0.0000978
4467;0.0000964
4468;0.0000959
4469;0.000095
4470;0.0000966
4471;0.000106502
4472;0.000121303
4473;0.000142329
4474;0.000157335
4475;0.000158872
4476;0.000157288
4477;0.000147429
4478;0.000140931
4479;0.000134159
4480;0.000126902
4481;0.000125047
4482;0.000128659
4483;0.000137564
4484;0.000133148
4485;0.0001209
4486;0.000108142
4487;0.000101298
4488;0.000102117
4489;0.000101268
4490;0.000100327
4491;0.000099
4492;0.0000984
4493;0.0000974
4494;0.0000968
4495;0.0000985
4496;0.000111605
4497;0.000130465
4498;0.000147473
4499;0.000156966
4500;0.00015996
4501;0.000153285
4502;0.000153812
4503;0.000150303
4504;0.000147321
4505;0.000138504
4506;0.000128398
4507;0.000133723
4508;0.000128967
4509;0.000116378
4510;0.000100777
4511;0.0000953
4512;0.0000921
4513;0.0000915
4514;0.0000912
4515;0.0000899
4516;0.000089
4517;0.0000881
4518;0.0000929
4519;0.00010067
4520;0.000119645
4521;0.000145704
4522;0.000162879
4523;0.00016356
4524;0.000158202
4525;0.000148959
4526;0.000139396
4527;0.000134551
4528;0.000129895
4529;0.000125498
4530;0.000122699
4531;0.000124897
4532;0.000122847
4533;0.000116814
4534;0.000107359
4535;0.000097
4536;0.0000934
4537;0.0000907
4538;0.0000894
4539;0.0000892
4540;0.0000885
4541;0.0000872
4542;0.0000869
4543;0.0000862
4544;0.0000887
4545;0.0000941
4546;0.000114715
4547;0.000125216
4548;0.000129026
4549;0.000129825
4550;0.000132144
4551;0.0001278
4552;0.000124652
4553;0.000116994
4554;0.000112722
4555;0.000114122
4556;0.000115128
4557;0.000110599
4558;0.000101442
4559;0.0000888
4560;0.0000823
4561;0.0000802
4562;0.0000786
4563;0.0000776
4564;0.0000768
4565;0.0000765
4566;0.0000764
4567;0.0000748
4568;0.0000758
4569;0.0000785
4570;0.0000855
4571;0.0000927
4572;0.000117511
4573;0.000128142
4574;0.000131014
4575;0.000134758
4576;0.000134608
4577;0.000130273
4578;0.000125571
4579;0.000121948
4580;0.000114001
4581;0.000105056
4582;0.000095
4583;0.0000879
4584;0.0000869
4585;0.0000875
4586;0.0000872
4587;0.0000865
4588;0.0000853
4589;0.0000826
4590;0.0000838
4591;0.0000944
4592;0.000115331
4593;0.000136478
4594;0.000150388
4595;0.000151981
4596;0.000148468
4597;0.000147145
4598;0.000145415
4599;0.000140044
4600;0.000134671
4601;0.000123652
4602;0.00011965
4603;0.000124036
4604;0.000124303
4605;0.000110445
4606;0.0000963
4607;0.0000904
4608;0.000088
4609;0.0000871
4610;0.0000863
4611;0.0000855
4612;0.0000856
4613;0.0000851
4614;0.0000871
4615;0.0000939
4616;0.000110049
4617;0.000132773
4618;0.000150096
4619;0.000154876
4620;0.000150029
4621;0.000147
4622;0.000140753
4623;0.000135936
4624;0.000133332
4625;0.000129543
4626;0.000128285
4627;0.000131307
4628;0.00011912
4629;0.000116983
4630;0.000105949
4631;0.0000987
4632;0.0000972
4633;0.0000977
4634;0.0000978
4635;0.0000964
4636;0.0000959
4637;0.000095
4638;0.0000966
4639;0.000106502
4640;0.000121303
4641;0.000142329
4642;0.000157335
4643;0.000158872
4644;0.000157288
4645;0.000147429
4646;0.000140931
4647;0.000134159
4648;0.000126902
4649;0.000125047
4650;0.000128659
4651;0.000137564
4652;0.000133148
4653;0.0001209
4654;0.000108142
4655;0.000101298
4656;0.000102117
4657;0.000101268
4658;0.000100327
4659;0.000099
4660;0.0000984
4661;0.0000974
4662;0.0000968
4663;0.0000985
4664;0.000111605
4665;0.000130465
4666;0.000147473
4667;0.000156966
4668;0.00015996
4669;0.000153285
4670;0.000153812
4671;0.000150303
4672;0.000147321
4673;0.000138504
4674;0.000128398
4675;0.000133723
4676;0.000128967
4677;0.000116378
4678;0.000100777
4679;0.0000953
4680;0.0000921
4681;0.0000915
4682;0.0000912
4683;0.0000899
4684;0.000089
4685;0.0000881
4686;0.0000929
4687;0.00010067
4688;0.000119645
4689;0.000145704
4690;0.000162879
4691;0.00016356
4692;0.000158202
4693;0.000148959
4694;0.000139396
4695;0.000134551
4696;0.000129895
4697;0.000125498
4698;0.000122699
4699;0.000124897
4700;0.000122847
4701;0.000116814
4702;0.000107359
4703;0.000097
4704;0.0000934
4705;0.0000907
4706;0.0000894
4707;0.0000892
4708;0.0000885
4709;0.0000872
4710;0.0000869
4711;0.0000862
4712;0.0000887
4713;0.0000941
4714;0.000114715
4715;0.000125216
4716;0.000129026
4717;0.000129825
4718;0.000132144
4719;0.0001278
4720;0.000124652
4721;0.000116994
4722;0.000112722
4723;0.000114122
4724;0.000115128
4725;0.000110599
4726;0.000101442
4727;0.0000888
4728;0.0000823
4729;0.0000802
4730;0.0000786
4731;0.0000776
4732;0.0000768
4733;0.0000765
4734;0.0000764
4735;0.0000748
4736;0.0000758
4737;0.0000785
4738;0.0000855
4739;0.0000927
4740;0.000117511
4741;0.000128142
4742;0.000131014
4743;0.000134758
4744;0.000134608
4745;0.000130273
4746;0.000125571
4747;0.000121948
4748;0.000114001
4749;0.000105056
4750;0.000095
4751;0.0000879
4752;0.0000869
4753;0.0000875
4754;0.0000872
4755;0.0000865
4756;0.0000853
4757;0.0000826
4758;0.0000838
4759;0.0000944
4760;0.000115331
4761;0.000136478
4762;0.000150388
4763;0.000151981
4764;0.000148468
4765;0.000147145
4766;0.000145415
4767;0.000140044
4768;0.000134671
4769;0.000123652
4770;0.00011965
4771;0.000124036
4772;0.000124303
4773;0.000110445
4774;0.0000963
4775;0.0000904
4776;0.000088
4777;0.0000871
4778;0.0000863
4779;0.0000855
4780;0.0000856
4781;0.0000851
4782;0.0000871
4783;0.0000939
4784;0.000110049
4785;0.000132773
4786;0.000150096
4787;0.000154876
4788;0.000150029
4789;0.000147
4790;0.000140753
4791;0.000135936
4792;0.000133332
